,Apple iPhone 8,Apple iPhone X,Apple iPhone XS,Apple iPhone 11,Apple iPhone 12,Apple iPhone 13
1185,167.0,229.9,,,,
1186,167.5,228.95999999999998,,,,
1187,166.66333333333333,229.92666666666665,,,,
1188,164.998,232.29999999999998,,,,
1189,164.5,231.57000000000002,,,,
1190,163.5,233.455,,,,
1191,168.995,228.72250000000003,,,,
1192,171.7375,232.37800000000001,,,,
1193,171.99666666666667,233.475,,,,
1194,170.975,232.12499999999997,,,,
1195,167.72,232.95,,,,
1196,167.495,231.6575,,,,
1197,166.99333333333334,233.30499999999998,,,,
1198,169.14444444444445,236.14000000000001,,,,
1199,168.46777777777777,235.99,,,,
1200,165.98666666666668,230.8083333333333,,,,
1201,165.6257142857143,228.94400000000002,,,,
1202,163.1381818181818,232.3225,,,,
1203,160.99,232.744,,,,
1204,159.66333333333333,232.844,,,,
1205,159.0,233.44500000000002,,,,
1206,154.94,225.755,,,,
1207,153.4675,,,,,
1208,160.33,217.86,,,,
1209,158.7175,,,,,
1210,160.715,221.195,,,,
1211,160.5,217.85,,,,
1212,157.225,221.53500000000003,,,,
1213,154.96,,,,,
1214,153.38,,,,,
1215,156.26999999999998,,,,,
1216,152.76999999999998,226.11,,,,
1217,158.0,217.81,,,,
1218,155.33,228.00571428571428,,,,
1219,152.9925,224.058,,,,
1220,155.574,227.96000000000004,,,,
1221,156.62666666666667,223.06,,,,
1222,157.46,,,,,
1223,158.24,227.99428571428572,,,,
1224,152.99,228.96666666666667,,,,
1225,154.905,233.61666666666665,,,,
1226,152.65666666666667,233.98333333333335,,,,
1227,155.99,237.09,,,,
1228,150.096,241.58800000000002,,,,
1229,148.4,236.07333333333332,,,,
1230,153.46,233.76899999999995,,,,
1231,152.29999999999998,231.6475,,,,
1232,154.96833333333333,237.95,,,,
1233,156.20499999999998,244.49,,,,
1234,153.0,243.60125,,,,
1235,156.495,219.29,,,,
1236,157.0,229.71733333333333,,,,
1237,155.45,230.47857142857143,,,,
1238,149.27,220.804375,,,,
1239,148.73250000000002,214.0,,,,
1240,149.62,214.005,,,,
1241,148.95999999999998,214.00666666666666,,,,
1242,148.95,,,,,
1243,153.975,,,,,
1244,153.975,,,,,
1245,150.97333333333333,,,,,
1246,152.47,,,,,
1247,144.99,236.64666666666668,,,,
1248,148.995,239.99666666666667,,,,
1249,153.0,236.8725,,,,
1250,146.97750000000002,239.71249999999998,,,,
1251,151.99166666666667,236.83285714285714,,,,
1252,150.5,240.71,,,,
1253,149.99,214.01,,,,
1254,151.0,237.49,,,,
1255,151.7475,,,,,
1256,150.2,,,,,
1257,146.75545454545457,,,,,
1258,146.71,,,,,
1259,146.7611111111111,225.50857142857143,,,,
1260,146.79,226.2885714285714,,,,
1261,147.56833333333336,222.0511111111111,,,,
1262,149.83857142857144,,,,,
1263,148.245,,,,,
1264,148.0,,,,,
1265,149.0,,,,,
1266,149.292,,,,,
1267,150.09,,,,,
1268,149.0,226.7,,,,
1269,148.4925,228.41249999999997,,,,
1270,147.33333333333334,229.51,,,,
1271,153.0,218.86,,,,
1272,149.495,217.95,,,,
1273,149.57199999999997,218.86,,,,
1274,149.30166666666668,220.85500000000002,,,,
1275,148.45142857142855,219.94,,,,
1276,147.7025,,,,,
1277,148.2425,,,,,
1278,149.99666666666667,212.34666666666666,,,,
1279,150.995,213.4466666666667,,,,
1280,148.32666666666668,207.43,,,,
1281,147.19,,,,,
1282,148.465,,,,,
1283,150.59625000000003,,,,,
1284,148.18800000000002,211.29500000000002,,,,
1285,149.17000000000002,,,,,
1286,149.2266666666667,215.425,,,,
1287,148.835,,,,,
1288,148.63666666666668,,,,,
1289,150.0,216.70666666666668,,,,
1290,152.475,,,,,
1291,148.28,,,,,
1292,148.17000000000002,,,,,
1293,152.61555555555555,,,,,
1294,155.165,,,,,
1295,151.0875,,,,,
1296,153.805,,,,,
1297,149.498,,,,,
1298,150.635,,,,,
1299,152.73142857142858,,,,,
1300,152.31666666666666,,,,,
1301,150.0,,,,,
1302,149.848,,,,,
1303,148.995,,,,,
1304,146.0,,,,,
1305,148.69333333333336,,,,,
1306,147.8216666666667,,,,,
1307,149.33,,,,,
1308,148.54,,,,,
1309,149.72,,,,,
1310,150.918,,,,,
1311,149.80166666666668,,,,,
1312,149.4525,,,,,
1313,148.32750000000001,,,,,
1314,145.9975,,,,,
1315,145.98399999999998,,,,,
1316,146.775,,,,,
1317,146.91,,,,,
1318,147.33333333333334,,,,,
1319,149.1357142857143,,,,,
1320,149.47,,,,,
1321,149.35,,,,,
1322,148.2375,,,,,
1323,150.47,,,,,
1324,149.698,,,,,
1325,144.2425,,,,,
1326,146.2475,,,,,
1327,137.985,,,,,
1328,134.99,,,,,
1329,139.99,,,,,
1330,136.99,,,,,
1331,148.0,,,,,
1332,145.65833333333333,,,,,
1333,147.55714285714288,,,,,
1334,142.0,,,,,
1335,147.0,,,,,
1336,145.0,,,,,
1337,149.245,,,,,
1338,149.296,,,,,
1339,150.65333333333334,,,,,
1340,148.48285714285717,,,,,
1341,148.63,,,,,
1342,150.8775,,,,,
1343,151.9188888888889,,,,,
1344,133.76000000000002,,,,,
1345,150.358,,,,,
1346,140.29666666666665,,,,,
1347,126.89,,,,,
1348,146.05,,,,,
1349,145.83666666666667,,,,,
1350,143.1425,,,,,
1351,144.0,,,,,
1352,134.64000000000001,,,,,
1353,123.18857142857144,,,,,
1354,127.10333333333335,,,,,
1355,130.485,,,,,
1356,140.97,,,,,
1357,134.555,,,,,
1358,136.99,,,,,
1359,143.0,,,,,
1360,138.49,,,,,
1361,139.365,,,,,
1362,141.93,,,,,
1363,140.21199999999996,,,,,
1364,139.7657142857143,,,,,
1365,146.66222222222223,,,,,
1366,146.77615384615385,,,,,
1367,147.30999999999997,,,,,
1368,147.34599999999998,,,,,
1369,147.2475,,,,,
1370,148.8975,,,,,
1371,147.83625,,,,,
1372,145.34142857142857,,,,,
1373,144.68166666666667,,,,,
1374,138.475,,,,,
1375,137.3316666666667,,,,,
1376,135.347,,,,,
1377,134.05285714285714,,,,,
1378,141.99833333333333,,,,,
1379,140.23000000000002,,,,,
1380,140.495,,,,,
1381,142.84714285714287,,,,,
1382,141.33333333333334,,,,,
1383,141.95,,,,,
1384,141.47375,,,,,
1385,141.6,,,,,
1386,142.1,,,,,
1387,141.35,,,,,
1388,141.875,,,,,
1389,148.97,,,,,
1390,145.78000000000003,,,,,
1391,144.67857142857142,,,,,
1392,144.5625,,,,,
1393,143.8,,,,,
1394,143.86666666666667,,,,,
1395,144.625,,,,,
1396,143.5666666666667,,,,,
1397,142.9,,,,,
1398,140.214,,,,,
1399,140.4925,,,,,
1400,131.475,,,,,
1401,142.985,,,,,
1402,142.95,,,,,
1403,138.5,,,,,
